"Product Name","Quantity Sold","Product SKU"
"Mikro USB – 1 m Hvid",21,C103001
"GreyLime Power Owl – Mørkeblå – 5.200 mAh",20,P102401
"GP ReCyko+ 950 mAh / AAA",20,201149
"Anker PowerCore+ 26800 mAh, Quick Charge 3.0, Black",20,A1374H11
"Anker PowerCore+ 10050 mAh Quick Charge 3.0 Silver",18,A1311H41
"Trixline LED E27 8W A60",18,0080000374
"30 pin – 1 m Hvid",17,C102001
"GP PowerBank Cobra 2500 mAh, Sort",17,405142
"Lightning – 3 m Hvid",17,C101004
"Trixline LED E27 8W A50",17,"008 0000254"
"Phoamy – The Granite Tone – Grå",16,
"GreyLime Power Stone – Mørkeblå – 5.200 mAh",15,P102301
"Anker PowerCore 20100 mAh med Power IQ – Hvid",15,A1271H22
"Phoamy – The Urban blend – Lyserød/Blå",12,
"Selfie-stang 78 cm – Sort",12,T101002
"GreyLime Power Solar – Sort – 8.000 mAh",12,P103302
"Power Speaker – Bluetooth højtaler og power bank med 5.200 mAh",11,P102201
"GreyLime Power Stone – Grå – 5.200 mAh",11,P102302
"RAVPower 6-port USB Hub Charger, 60W & 12A, Black",11,RP-PC028
"Zikko Travel adapter, EU, UK, US, CH, JP, AUST, wall charger, 4 port USB",11,BST631
"RAVPower Xtreme, 27000 mAh powerbank, 220V AC & USB-C output, Black",10,RP-PB055
"GP PowerBank Cobra 5000 mAh, Sort",10,405143
"GP Portable Powerbank 10.400 mAh – Sort",10,405015
"GreyLime Power PL04 – Brun – 10.000 mAh",10,P104203
"GreyLime Power Tough – Sølv – 2.600 mAh",10,P101102
"Anker Powerline+ USB-C to USB-C 2.0, 0.9 m cable, Space Grey",10,A8187HA1
"Phoamy – The Blue Note – Blå",9,
"GreyLime Power Tough – Sølv – 5.200 mAh",9,P102501
"GreyLime Power Solar – Grøn – 8.000 mAh",9,P103301
"Trixline LED E14 6W C35",9,"008 0000271"
"GreyLime Power Owl – Sandfarvet – 7.800 mAh",8,P103103
"iPhone SE / 5S / 5 plastik bumper (hvid)",8,CO103006
"GP Premium rapid charger AA/AAA",8,202208
"30 Pin – 2 m Hvid",8,C102002
"GreyLime Power Slim – Sølv – 4.000 mAh",8,P102601
"Trixline LED E27 6W G45",8,"008 0000264"
"GP Super Alkaline AAA Batteri, 24A/LR03, 20-pak engangsbatterier",8,GP24-2VS20
"Trixline LED E27 10W A60",8,"008 0000291"
"Skærmbeskyttelse – iPhone 6/6S/7",8,IP06
"Magnetic Mikro USB – 22 cm",8,C103003
"RAVPower Turbo, 20100 mAh USB-C powerbank, Quick Charge 2.0 & iSmart, Black",8,RP-PB043
"Anker PowerPort Speed Lite 5-port USB charger, Power IQ, Sort",7,A2134L11
"GreyLime Power Tough – Sort – 5.200 mAh",7,P102504
"RAVPower Solar Charger, 24W Solar Panel, Black",7,RP-PC005
"GP ReCyko+ 2000 Pro mAh / AA",7,201147
"Car charger – Sort/Grå",7,C106001
"Trixline LED E14 6W P45",7,"008 0000270"
"Festivalspakke – Power Stone, Selfie-stang og kabel",6,
"RAVPower Xtreme, 26800 mAh powerbank, iSmart, Black",6,RP-PB41
"Trixline LED E14 0,4W ST20",6,"008 0000252"
"Zikko PowerBag, 6000 mAh iPhone & iPad powerbank, MFI Lightning cable, Black",6,PB6000B
"RAVPower Xtreme, 20100 mAh powerbank, AC & USB-C output, Black",6,RP-PB054
"GreyLime Power Tough – Blå – 2.600 mAh",6,P101104
"GreyLime Power Square – Sort – 2.600 mAh",6,P101301
"Mikro USB – 2 m Hvid",6,C103002
"2.0 HDMI kabel – 2 m",6,C105001
"GreyLime Power Solar – Blå – 8.000 mAh",6,P103304
"GreyLime Power Stone – Hvid – 5.200 mAh",6,P102303
"GP Super Alkaline AA batteri, 15A/LR6, 20-pak engangsbatterier",5,GP15A-2VS20
"GreyLime Power Stone – Mørkeblå – 2.600 mAh",5,P101501
"GreyLime Power Tough – Lilla – 2.600 mAh",5,P101103
"GP PowerBank iPhone 5/5S/SE cover 2200 mAh",5,405057
"GP 2,4A USB Vægoplader + 2 m Apple Lightning-kabel, Hvid",5,405132
"Phoamy – The Holly Rose – Lyserød",5,
"Anker PowerPort+ 5 USB hub, 60W USB-C Power Delivery, Sort",5,A2053L11
"GreyLime Power Stone – Grå – 2.600 mAh",4,P101502
"Power Poke – Hvid/rød – 6.000 mAh",4,P102701
"Phoamy – The White Shot – Hvid",4,
"GreyLime Power Stone – Hvid – 2.600 mAh",4,P101503
"GP PowerBank Voyage 5000 mAh – Sølv",4,405089
"iPhone SE / 5S / 5 plastik bumper (sort)",4,CO103005
"Selfie-stang 78 cm – Pink",4,T101003
"GP Car Charger, 3 USB Output, 6.3A & 31,5W, Black",4,405073
"GP PowerBank 12000 mAh – Hvid",4,405079
"GP PowerBank Voyage 3000 mAh, Guld",4,405126
"Zikko PowerBag, 6000 mAh iPhone & iPad powerbank, MFI Lightning cable, Jet Black",4,PB6000JB
"GP Vægoplader med USB-C og USB-A output, maks 3,4A output, Grå",4,405134
"GreyLime Power Solar – Gul – 8.000 mAh",3,P103303
"Anker Powerline Micro USB Kabel 1.8 m cable, Grå",3,A8133H11
"iPhone 6 / 6S lædercover (brun)",3,CO101004
"Phoamy – The Vivid blend – Rød/Blå",3,
"GP Super Alkaline AA batteri, 15A/LR6, 4-pak engangsbatterier",3,GP15A-2U4
"GP ReCyko+ 1300 mAh / AA",3,201144
"RAVPower Element, 14000 mAh powerbank, Car jump starter, Black",3,RP-PB048
"iPhone 6 / 6S full body cover (grå)",3,CO105004
"GreyLime Power Stone – Sandfarvet – 7.800 mAh",3,P103503
"GP PowerBank Voyage 3000 mAh, Pink",3,405125
"GreyLime Power Square – Grøn – 2.600 mAh",3,P101304
"Skærmbeskyttelse – iPhone 5, 5c og 5s",3,IP05
"Anker Powerline ll MFI Lightning, 0.9 m kabel, Hvid",3,A8432H21
"GP Super Alkaline AA Batteri, 15A/LR6, 12-pak engangsbatterier",3,GP15A-2VS12
"GreyLime Power Slim – Turkis – 4.000 mAh",2,P102603
"GP ReCyko+ 650 mAh / AAA",2,201148
"Zikko PowerBag, 6000 mAh iPhone & iPad powerbank, MFI Lightning cable, Gold",2,PB6000G
"GreyLime Power Tough – Turkis – 5.200 mAh",2,P102502
"USB Stik – 16GB",2,PB00345
"Phoamy – The Vibrand blend – Rød/Hvid",2,
"Skærmbeskyttelse – iPad Mini 1, 2 og 3",2,IPM123
"Trixline LED E14 3W ST25 – FILAMENT",2,"008 0000358"
"GP Car Charger, USB-C 3A & USB-A 2,4A Output, Black",2,405130
"Selfie-stang 78 cm – Blå",2,T101004
"GP PowerBank Yolo 5200 mAh – Sort",2,405109
"GreyLime Power Tough – Magenta – 5.200 mAh",2,P102503
"Zikko PowerBag, 6000 mAh iPhone & iPad powerbank, MFI Lightning cable, Rose Gold",2,PB6000RG
"GreyLime Power Square – Blå – 2.600 mAh",2,P101303
"eSTUFF iPhone 7 Backcover Black",2,ES80210BULK
"Sandberg Outdoor Powerbank 5200 mAh",2,420-22
"Exceed Cover powerbank 10000 mAh, iPad Air 2",2,"IA2CB-01 Black"
"GP Powerbank Yolo 10.400 mAh, Sort",2,405128
"Anker PowerTouch 5W trådløs Qi oplader, Sort",2,A2516G11
"Anker Powerline ll MFI Lightning, 1.8 m kabel, Hvid",2,A8433H21
"GP LED Classic E27 12W-75W",1,077978-LDCE1
"GP PowerBank Voyage 3000 mAh, Teal",1,405122
"Sandberg Outdoor Powerbank 10400 mAh",1,420-18
"Chill Innovation dual usb power bank – 9.000 mAh",1,P103401
"GreyLime Power Slim – Guld – 4.000 mAh",1,P102604
"GreyLime Power Tough – Rosa guld – 5.200 mAh",1,P102505
"Trixline LED E14 5W G45 – FILAMENT",1,"008 0000356"
"iPhone 6 / 6S metal bumper (sort)",1,CO104006
"Skærmbeskyttelse – iPad 2, 3 og 4",1,IP234
"GGMM E5 Bluetooth Speaker & power bank – White",1,E5-200W
"Anker SoundCore Sport XL, Bluetooth højttaler & powerbank, Black",1,A3181H11
"GP ReCyko+ 850 Pro mAh / AAA",1,201180
"Tribe 16GB STARWARS TFA Stormtrooper",1,FD030501
"GP PowerBank Yolo 2600 mAh – Sort",1,405107
"iPhone 6 / 6S plastik bumper (sort)",1,CO103003
"iPhone 6 Plus lædercover (sort)",1,CO101001
"GP PowerBank Xtreme 20000 mAh – Sort",1,405098
"2.0 HDMI kabel – 5 m",1,C105002
"GreyLime Power Slim – Magenta – 4.000 mAh",1,P102605
"Tribe Power Bank Star Wars Darth Wader",1,PB007301
"iPhone 6 / 6S plastik bumper (hvid)",1,CO103004
"GP Powerbank Yolo 10.400 mAh, Hvid",1,405127
"GGMM E5 Bluetooth Speaker & power bank – Black",1,E5-200b
"iPhone 6 / 6S bagsidecover (sort)",1,CO102003
"GP Solar, Outdoor, USB solcellepanel, 5W/5V, Sort",1,405037
"Fleksibel USB Mini blæser",1,T104001
"Trixline LED E27 4W G45",1,"008 0000211"
"Magnetic 30 Pin – 22 cm Hvid",1,C102003
"Trixline LED A60 9W E27 – FILAMENT",1,"008 0000353"
"iPhone 6 Plus full body cover (sort)",0,CO105001
"iPhone 6 Plus full body cover (grå)",0,CO105002
"iPhone 6 Plus plastik bumper (sort)",-2,CO103001
"Trixline LED E27 15W A60",-4,"008 0000277"
